10,0.000025,0,0.000001,10,0.000001,0,0
100,0.000009,0.000009,0.000018,100,0.000052,0.000002,0.000023
1000,0.000097,0.000106,0.000254,1000,0.00503,0.000015,0.002602
10000,0.001287,0.001546,0.003283,10000,0.502293,0.000189,0.248222
100000,0.013964,0.014026,0.029263,100000,50.16814,0.001452,25.72193
